counter,VIPmin,VIPmax,VIPavg,VIPamount,VIPnumListings,daysSinceOnSale,hoursSinceOnSale,daysTillFest,hoursTillFest,totalAverage,totalListings
571,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,176.85863060185184,4245,18.099702731481482,434,SOLD OUT,SOLD OUT
572,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,176.85907644675925,4245,18.099256886574075,434,SOLD OUT,SOLD OUT
573,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,176.87991590277778,4245,18.078417430555554,434,SOLD OUT,SOLD OUT
574,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,176.90030038194445,4246,18.05803295138889,433,SOLD OUT,SOLD OUT
575,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,176.90075194444444,4246,18.057581388888888,433,SOLD OUT,SOLD OUT
576,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,176.92161180555556,4246,18.03672152777778,433,SOLD OUT,SOLD OUT
577,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,176.94195722222221,4247,18.01637611111111,432,SOLD OUT,SOLD OUT
578,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,176.9424334259259,4247,18.01589990740741,432,SOLD OUT,SOLD OUT
579,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,176.9632927314815,4247,17.99504060185185,432,SOLD OUT,SOLD OUT
580,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,176.98362123842594,4248,17.974712094907407,431,SOLD OUT,SOLD OUT
581,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,176.9840905324074,4248,17.974242800925925,431,SOLD OUT,SOLD OUT
582,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.00495074074075,4248,17.953382592592593,431,SOLD OUT,SOLD OUT
583,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.02529315972222,4249,17.93304017361111,430,SOLD OUT,SOLD OUT
584,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.02576364583334,4249,17.9325696875,430,SOLD OUT,SOLD OUT
585,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.0465951851852,4249,17.91173814814815,430,SOLD OUT,SOLD OUT
586,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.0669650810185,4250,17.891368252314816,429,SOLD OUT,SOLD OUT
587,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.06743478009258,4250,17.890898553240742,429,SOLD OUT,SOLD OUT
588,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.08829546296298,4250,17.87003787037037,429,SOLD OUT,SOLD OUT
589,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.10863756944445,4251,17.84969576388889,428,SOLD OUT,SOLD OUT
590,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.1091142939815,4251,17.84921903935185,428,SOLD OUT,SOLD OUT
591,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.12996092592593,4251,17.828372407407407,428,SOLD OUT,SOLD OUT
592,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.15028805555556,4252,17.80804527777778,427,SOLD OUT,SOLD OUT
593,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.15080068287037,4252,17.807532650462964,427,SOLD OUT,SOLD OUT
594,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.17164670138888,4252,17.786686631944445,427,SOLD OUT,SOLD OUT
595,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.19196966435186,4253,17.76636366898148,426,SOLD OUT,SOLD OUT
596,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.19253730324075,4253,17.76579603009259,426,SOLD OUT,SOLD OUT
597,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.21329993055556,4253,17.74503340277778,426,SOLD OUT,SOLD OUT
598,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.23362819444444,4254,17.72470513888889,425,SOLD OUT,SOLD OUT
599,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.23411336805555,4254,17.72421996527778,425,SOLD OUT,SOLD OUT
600,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.25503375,4254,17.703299583333333,425,SOLD OUT,SOLD OUT
601,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.27530349537037,4255,17.683029837962962,424,SOLD OUT,SOLD OUT
602,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.27578100694444,4255,17.68255232638889,424,SOLD OUT,SOLD OUT
603,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.29662103009258,4255,17.66171230324074,424,SOLD OUT,SOLD OUT
604,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.31697373842593,4256,17.641359594907406,423,SOLD OUT,SOLD OUT
605,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.31746712962962,4256,17.640866203703705,423,SOLD OUT,SOLD OUT
606,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.33830300925925,4256,17.620030324074072,423,SOLD OUT,SOLD OUT
607,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.35863771990742,4257,17.599695613425926,422,SOLD OUT,SOLD OUT
608,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.3591347337963,4257,17.599198599537036,422,SOLD OUT,SOLD OUT
609,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.37997729166668,4257,17.578356041666666,422,SOLD OUT,SOLD OUT
610,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.40033325231482,4258,17.55800008101852,421,SOLD OUT,SOLD OUT
611,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.400795,4258,17.557538333333333,421,SOLD OUT,SOLD OUT
612,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.42166556712962,4258,17.536667766203703,421,SOLD OUT,SOLD OUT
613,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.44198760416666,4259,17.516345729166666,420,SOLD OUT,SOLD OUT
614,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.44246092592593,4259,17.515872407407407,420,SOLD OUT,SOLD OUT
615,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.4633221412037,4259,17.49501119212963,420,SOLD OUT,SOLD OUT
616,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.48364100694445,4260,17.47469232638889,419,SOLD OUT,SOLD OUT
617,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.48413091435185,4260,17.47420241898148,419,SOLD OUT,SOLD OUT
618,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.50498010416666,4260,17.453353229166666,419,SOLD OUT,SOLD OUT
619,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.5253101736111,4261,17.43302315972222,418,SOLD OUT,SOLD OUT
620,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.52580412037037,4261,17.43252921296296,418,SOLD OUT,SOLD OUT
621,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.54664657407406,4261,17.411686759259258,418,SOLD OUT,SOLD OUT
622,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.56697474537037,4262,17.391358587962962,417,SOLD OUT,SOLD OUT
623,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.56746989583334,4262,17.3908634375,417,SOLD OUT,SOLD OUT
624,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.58832481481483,4262,17.370008518518517,417,SOLD OUT,SOLD OUT
625,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.60863474537038,4263,17.349698587962962,416,SOLD OUT,SOLD OUT
626,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.6091406712963,4263,17.349192662037037,416,SOLD OUT,SOLD OUT
627,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.6299913888889,4263,17.328341944444446,416,SOLD OUT,SOLD OUT
628,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.650314375,4264,17.308018958333335,415,SOLD OUT,SOLD OUT
629,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.65082535879628,4264,17.307507974537035,415,SOLD OUT,SOLD OUT
630,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.6716615625,4264,17.286671770833333,415,SOLD OUT,SOLD OUT
631,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.69197253472223,4265,17.26636079861111,414,SOLD OUT,SOLD OUT
632,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.69248471064816,4265,17.265848622685183,414,SOLD OUT,SOLD OUT
633,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.71334640046297,4265,17.244986932870372,414,SOLD OUT,SOLD OUT
634,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.73364289351852,4266,17.224690439814815,413,SOLD OUT,SOLD OUT
635,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.7341734722222,4266,17.22415986111111,413,SOLD OUT,SOLD OUT
636,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.75500003472223,4266,17.20333329861111,413,SOLD OUT,SOLD OUT
637,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.77534145833334,4267,17.182991875,412,SOLD OUT,SOLD OUT
638,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.7758391550926,4267,17.18249417824074,412,SOLD OUT,SOLD OUT
639,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.79667119212962,4267,17.161662141203703,412,SOLD OUT,SOLD OUT
640,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.81698621527778,4268,17.141347118055556,411,SOLD OUT,SOLD OUT
641,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.81750887731482,4268,17.140824456018517,411,SOLD OUT,SOLD OUT
642,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.83833395833332,4268,17.119999375,411,SOLD OUT,SOLD OUT
643,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.85864096064816,4269,17.099692372685187,410,SOLD OUT,SOLD OUT
644,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.85917246527777,4269,17.099160868055556,410,SOLD OUT,SOLD OUT
645,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.88000458333335,4269,17.07832875,410,SOLD OUT,SOLD OUT
646,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.9003118287037,4270,17.05802150462963,409,SOLD OUT,SOLD OUT
647,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.9008283912037,4270,17.05750494212963,409,SOLD OUT,SOLD OUT
648,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.92168315972222,4270,17.03665017361111,409,SOLD OUT,SOLD OUT
649,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.94197479166667,4271,17.016358541666666,408,SOLD OUT,SOLD OUT
650,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.94250351851852,4271,17.015829814814815,408,SOLD OUT,SOLD OUT
651,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.96338184027778,4271,16.994951493055556,408,SOLD OUT,SOLD OUT
652,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.9836628587963,4272,16.97467047453704,407,SOLD OUT,SOLD OUT
653,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,177.98416891203703,4272,16.974164421296297,407,SOLD OUT,SOLD OUT
654,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.0050204861111,4272,16.95331284722222,407,SOLD OUT,SOLD OUT
655,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.02531775462964,4273,16.933015578703703,406,SOLD OUT,SOLD OUT
656,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.02584288194444,4273,16.93249045138889,406,SOLD OUT,SOLD OUT
657,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.04669613425926,4273,16.911637199074075,406,SOLD OUT,SOLD OUT
658,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.06698424768518,4274,16.891349085648148,405,SOLD OUT,SOLD OUT
659,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.06750900462964,4274,16.890824328703705,405,SOLD OUT,SOLD OUT
660,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.08838711805555,4274,16.86994621527778,405,SOLD OUT,SOLD OUT
661,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.10865590277777,4275,16.849677430555555,404,SOLD OUT,SOLD OUT
662,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.10918581018518,4275,16.849147523148147,404,SOLD OUT,SOLD OUT
663,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.13002744212963,4275,16.828305891203705,404,SOLD OUT,SOLD OUT
664,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.15031814814816,4276,16.808015185185184,403,SOLD OUT,SOLD OUT
665,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.15086850694445,4276,16.807464826388888,403,SOLD OUT,SOLD OUT
666,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.17170748842594,4276,16.78662584490741,403,SOLD OUT,SOLD OUT
667,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.19199019675926,4277,16.766343136574076,402,SOLD OUT,SOLD OUT
668,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.1925238888889,4277,16.765809444444443,402,SOLD OUT,SOLD OUT
669,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.21337355324073,4277,16.744959780092593,402,SOLD OUT,SOLD OUT
670,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.23365869212964,4278,16.724674641203702,401,SOLD OUT,SOLD OUT
671,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.2342196412037,4278,16.72411369212963,401,SOLD OUT,SOLD OUT
672,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.2550466898148,4278,16.703286643518517,401,SOLD OUT,SOLD OUT
673,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.27532616898148,4279,16.683007164351853,400,SOLD OUT,SOLD OUT
674,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.27587355324073,4279,16.682459780092593,400,SOLD OUT,SOLD OUT
675,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.29669344907407,4279,16.66163988425926,400,SOLD OUT,SOLD OUT
676,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.31705232638888,4280,16.641281006944446,399,SOLD OUT,SOLD OUT
677,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.31753163194443,4280,16.640801701388888,399,SOLD OUT,SOLD OUT
678,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.33838679398147,4280,16.61994653935185,399,SOLD OUT,SOLD OUT
679,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.35866359953704,4281,16.599669733796297,398,SOLD OUT,SOLD OUT
680,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.35919851851853,4281,16.599134814814814,398,SOLD OUT,SOLD OUT
681,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.3800342476852,4281,16.578299085648148,398,SOLD OUT,SOLD OUT
682,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.40033002314814,4282,16.558003310185185,397,SOLD OUT,SOLD OUT
683,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.40086740740742,4282,16.557465925925925,397,SOLD OUT,SOLD OUT
684,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.42170619212962,4282,16.536627141203702,397,SOLD OUT,SOLD OUT
685,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.44199755787037,4283,16.516335775462963,396,SOLD OUT,SOLD OUT
686,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.44253583333332,4283,16.5157975,396,SOLD OUT,SOLD OUT
687,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.46339471064815,4283,16.494938622685186,396,SOLD OUT,SOLD OUT
688,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.4836904513889,4284,16.474642881944444,395,SOLD OUT,SOLD OUT
689,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.48422403935186,4284,16.47410929398148,395,SOLD OUT,SOLD OUT
690,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.50504074074075,4284,16.453292592592593,395,SOLD OUT,SOLD OUT
691,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.5253208912037,4285,16.43301244212963,394,SOLD OUT,SOLD OUT
692,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.52593431712964,4285,16.432399016203703,394,SOLD OUT,SOLD OUT
693,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.54672494212963,4285,16.411608391203703,394,SOLD OUT,SOLD OUT
694,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.567000625,4286,16.391332708333334,393,SOLD OUT,SOLD OUT
695,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.56754998842592,4286,16.39078334490741,393,SOLD OUT,SOLD OUT
696,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.58839859953704,4286,16.369934733796295,393,SOLD OUT,SOLD OUT
697,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.60866493055556,4287,16.349668402777777,392,SOLD OUT,SOLD OUT
698,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.60923695601852,4287,16.349096377314815,392,SOLD OUT,SOLD OUT
699,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.63006733796297,4287,16.32826599537037,392,SOLD OUT,SOLD OUT
700,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.6503359375,4288,16.307997395833333,391,SOLD OUT,SOLD OUT
701,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.6509829050926,4288,16.307350428240742,391,SOLD OUT,SOLD OUT
702,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.67176067129628,4288,16.286572662037038,391,SOLD OUT,SOLD OUT
703,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.69200038194444,4289,16.26633295138889,390,SOLD OUT,SOLD OUT
704,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.69256855324073,4289,16.265764780092592,390,SOLD OUT,SOLD OUT
705,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.71339663194445,4289,16.244936701388887,390,SOLD OUT,SOLD OUT
706,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.7336659837963,4290,16.224667349537036,389,SOLD OUT,SOLD OUT
707,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.734251875,4290,16.224081458333334,389,SOLD OUT,SOLD OUT
708,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.75507023148148,4290,16.203263101851853,389,SOLD OUT,SOLD OUT
709,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.77533738425925,4291,16.182995949074073,388,SOLD OUT,SOLD OUT
710,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.77593359953704,4291,16.182399733796295,388,SOLD OUT,SOLD OUT
711,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.79675351851853,4291,16.161579814814814,388,SOLD OUT,SOLD OUT
712,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.8169936574074,4292,16.141339675925927,387,SOLD OUT,SOLD OUT
713,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.81758516203703,4292,16.140748171296295,387,SOLD OUT,SOLD OUT
714,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.8384139236111,4292,16.119919409722222,387,SOLD OUT,SOLD OUT
715,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.85866980324073,4293,16.09966353009259,386,SOLD OUT,SOLD OUT
716,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.85924136574073,4293,16.099091967592592,386,SOLD OUT,SOLD OUT
717,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.88007190972223,4293,16.07826142361111,386,SOLD OUT,SOLD OUT
718,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.90033077546298,4294,16.05800255787037,385,SOLD OUT,SOLD OUT
719,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.90091726851853,4294,16.057416064814817,385,SOLD OUT,SOLD OUT
720,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.92177108796295,4294,16.03656224537037,385,SOLD OUT,SOLD OUT
721,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.9419902662037,4295,16.01634306712963,384,SOLD OUT,SOLD OUT
722,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.94267597222222,4295,16.01565736111111,384,SOLD OUT,SOLD OUT
723,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.96342869212964,4295,15.994904641203703,384,SOLD OUT,SOLD OUT
724,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.98365908564816,4296,15.974674247685185,383,SOLD OUT,SOLD OUT
725,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,178.98424450231482,4296,15.974088831018518,383,SOLD OUT,SOLD OUT
726,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.00512806712962,4296,15.953205266203703,383,SOLD OUT,SOLD OUT
727,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.02533408564815,4297,15.932999247685185,382,SOLD OUT,SOLD OUT
728,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.02592644675926,4297,15.932406886574075,382,SOLD OUT,SOLD OUT
729,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.04675752314816,4297,15.911575810185186,382,SOLD OUT,SOLD OUT
730,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.06699597222223,4298,15.89133736111111,381,SOLD OUT,SOLD OUT
731,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.06758200231482,4298,15.890751331018519,381,SOLD OUT,SOLD OUT
732,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.08841645833334,4298,15.869916875,381,SOLD OUT,SOLD OUT
733,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.10870186342592,4299,15.849631469907408,380,SOLD OUT,SOLD OUT
734,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.10927949074073,4299,15.849053842592593,380,SOLD OUT,SOLD OUT
735,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.1301290162037,4299,15.82820431712963,380,SOLD OUT,SOLD OUT
736,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.15033964120371,4300,15.80799369212963,379,SOLD OUT,SOLD OUT
737,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.1509265625,4300,15.807406770833333,379,SOLD OUT,SOLD OUT
738,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.17181725694445,4300,15.786516076388889,379,SOLD OUT,SOLD OUT
739,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.1920078125,4301,15.766325520833334,378,SOLD OUT,SOLD OUT
740,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.1926062962963,4301,15.765727037037037,378,SOLD OUT,SOLD OUT
741,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.21342956018518,4301,15.744903773148149,378,SOLD OUT,SOLD OUT
742,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.23366925925927,4302,15.724664074074074,377,SOLD OUT,SOLD OUT
743,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.2342761574074,4302,15.724057175925926,377,SOLD OUT,SOLD OUT
744,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.25516956018518,4302,15.703163773148148,377,SOLD OUT,SOLD OUT
745,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.2753378240741,4303,15.682995509259259,376,SOLD OUT,SOLD OUT
746,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.27595283564816,4303,15.682380497685186,376,SOLD OUT,SOLD OUT
747,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.2967788773148,4303,15.661554456018518,376,SOLD OUT,SOLD OUT
748,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.31700717592594,4304,15.641326157407407,375,SOLD OUT,SOLD OUT
749,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.31761523148148,4304,15.640718101851851,375,SOLD OUT,SOLD OUT
750,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.33846885416668,4304,15.619864479166667,375,SOLD OUT,SOLD OUT
751,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.35867408564815,4305,15.599659247685185,374,SOLD OUT,SOLD OUT
752,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.35928287037038,4305,15.599050462962962,374,SOLD OUT,SOLD OUT
753,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.38013025462962,4305,15.578203078703703,374,SOLD OUT,SOLD OUT
754,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.4003439351852,4306,15.557989398148148,373,SOLD OUT,SOLD OUT
755,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.4009692824074,4306,15.557364050925926,373,SOLD OUT,SOLD OUT
756,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.42179199074073,4306,15.536541342592592,373,SOLD OUT,SOLD OUT
757,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.44200078703705,4307,15.516332546296296,372,SOLD OUT,SOLD OUT
758,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.44262898148148,4307,15.515704351851852,372,SOLD OUT,SOLD OUT
759,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.46350072916667,4307,15.494832604166668,372,SOLD OUT,SOLD OUT
760,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.4836813773148,4308,15.47465195601852,371,SOLD OUT,SOLD OUT
761,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.48429453703704,4308,15.474038796296297,371,SOLD OUT,SOLD OUT
762,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.5051630787037,4308,15.45317025462963,371,SOLD OUT,SOLD OUT
763,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.52534548611112,4309,15.432987847222222,370,SOLD OUT,SOLD OUT
764,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.52597207175927,4309,15.432361261574075,370,SOLD OUT,SOLD OUT
765,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.54682081018518,4309,15.411512523148149,370,SOLD OUT,SOLD OUT
766,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.56700422453704,4310,15.391329108796297,369,SOLD OUT,SOLD OUT
767,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.56766944444445,4310,15.39066388888889,369,SOLD OUT,SOLD OUT
768,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.58846643518518,4310,15.369866898148148,369,SOLD OUT,SOLD OUT
769,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.60867614583333,4311,15.3496571875,368,SOLD OUT,SOLD OUT
770,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.6093001273148,4311,15.349033206018518,368,SOLD OUT,SOLD OUT
771,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.63014125,4311,15.328192083333333,368,SOLD OUT,SOLD OUT
772,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,179.6442937037037,4311,15.31403962962963,368,SOLD OUT,SOLD OUT
